headword,CEFR,lemma,pos,spanish
humiliating,B2,humiliating,ADJ,humillante
humiliation,B2,humiliation,NOUN,humillación
humor/humour,B1,humor,PROPN,humor/humor
humorous,B1,humorous,ADJ,humorístico
hundred,A2,hundred,NUM,centenar
hunger,B1,hunger,NOUN,hambre
hungry,A1,hungry,ADJ,hambriento
hunt,B1,hunt,NOUN,caza
hunt,B1,hunt,NOUN,caza
hunter,A2,hunter,NOUN,cazador
hunting,B2,hunt,VERB,caza
hurriedly,B1,hurriedly,ADV,apresuradamente
hurry,A1,hurry,VERB,apurarse
hurry,A2,hurry,VERB,apurarse
hurt,B1,hurt,VERB,herir
hurt,A1,hurt,VERB,herir
husband,A1,husband,NOUN,marido
hush,B2,hush,ADJ,Cállate
hut,B1,hut,NOUN,cabaña
hybrid,B2,hybrid,NOUN,híbrido
hygiene,B2,hygiene,VERB,higiene
hyperbole,B2,hyperbole,PROPN,hipérbole
hyphen,B2,hyphen,ADV,guión
I,A1,I,PRON,I
ice,A1,ice,NOUN,hielo
ice cream,A1,ice,NOUN,helado
ice hockey,B1,ice,NOUN,hockey sobre hielo
ice skating,B1,ice,NOUN,patinaje sobre hielo
iceman,B2,iceman,PROPN,repartidor de hielo
icon,B2,icon,NOUN,icono
icy,B2,icy,ADJ,helado
ID,A2,ID,PROPN,IDENTIFICACIÓN
ID card,A2,ID,PROPN,tarjeta de identificación
idea,A1,idea,NOUN,idea
ideal,A1,ideal,ADJ,ideal
ideally,B2,ideally,ADV,idealmente
identical,B2,identical,ADJ,idéntico
identification,B2,identification,NOUN,identificación
identify,B2,identify,VERB,identificar
identity,B1,identity,NOUN,identidad
identity card,B1,identity,NOUN,carnet de identidad
ideology,B2,ideology,NOUN,ideología
idiom,B1,idiom,NOUN,modismo
idiot,B2,idiot,NOUN,estúpido
idle,B2,idle,PROPN,inactivo
idol,B1,idol,PROPN,ídolo
idolize/idolise,B2,idolize,VERB,idolatrar/idolatrar
if,A1,if,SCONJ,si
ignorance,B2,ignorance,NOUN,ignorancia
ignorant,B2,ignorant,ADJ,ignorante
ignore,B1,ignore,VERB,ignorar
ill,A2,ill,PROPN,enfermo
illegal,A2,illegal,ADJ,ilegal
illegally,B1,illegally,ADV,ilegalmente
illness,B1,illness,NOUN,enfermedad
illuminate,B1,illuminate,VERB,iluminar
illustrate,B2,illustrate,VERB,ilustrar
illustration,B2,illustration,NOUN,ilustración
image,A2,image,NOUN,imagen
imagery,B2,imagery,PROPN,imágenes
imaginary,B1,imaginary,ADJ,imaginario
imagination,A2,imagination,NOUN,imaginación
imagine,A1,imagine,VERB,imaginar
imitate,B1,imitate,VERB,imitar
imitation,B2,imitation,NOUN,imitación
immediate,B1,immediate,ADJ,inmediato
immediately,B1,immediately,ADV,inmediatamente
immerse,B2,immerse,ADV,sumergirse
immigrant,B2,immigrant,NOUN,inmigrante
immigrate,B1,immigrate,VERB,inmigrar
immigration,B1,immigration,NOUN,inmigración
immoral,B2,immoral,ADJ,inmoral
immortal,B2,immortal,ADJ,inmortal
immortality,B2,immortality,NOUN,inmortalidad
impact,A2,impact,NOUN,impacto
impair,B1,impair,NOUN,perjudicar
impartial,B2,impartial,ADJ,imparcial
impatient,A2,impatient,ADJ,impaciente
impatiently,B2,impatiently,ADV,impacientemente
imperative,B2,imperative,ADJ,imperativo
impermanent,B2,impermanent,NOUN,impermanente
implement,B2,implement,VERB,implementar
implement,B2,implement,VERB,implementar
implication,B2,implication,NOUN,implicación
imply,B2,imply,VERB,implicar
impolite,B2,impolite,ADJ,descortés
impolitely,B2,impolitely,ADV,con descortesía
import,B2,import,NOUN,importar
importance,A2,importance,NOUN,importancia
important,A1,important,ADJ,importante
importantly,A2,importantly,ADV,en tono rimbombante
impose,B2,impose,VERB,imponer
impossibility,B2,impossibility,NOUN,imposibilidad
impossible,A2,impossible,ADJ,imposible
impractical,B2,impractical,ADJ,poco práctico
impress,A2,impress,VERB,impresionar
impressed,B2,impress,VERB,impresionado
impression,B1,impression,NOUN,impresión
impressionism,B2,impressionism,NOUN,impresionismo
impressionist,B2,impressionist,PROPN,impresionista
impressive,B1,impressive,ADJ,impresionante
imprison,B2,imprison,NOUN,encarcelar
imprisonment,B2,imprisonment,NOUN,prisión
improbable,B2,improbable,ADJ,improbable
improper,B1,improper,ADJ,incorrecto
improperly,B2,improperly,ADV,incorrectamente
improve,A2,improve,VERB,mejorar
improved,B2,improve,VERB,mejorado
improvement,B1,improvement,NOUN,mejora
impulse,B2,impulse,NOUN,impulso
impulsive,B2,impulsive,ADJ,impulsivo
in,A2,in,ADP,en
in,A1,in,ADP,en
inaccurate,B2,inaccurate,NOUN,incorrecto
inadequate,B2,inadequate,ADJ,inadecuado
inanimate,B2,inanimate,VERB,inanimado
inborn,B2,inborn,VERB,innato
incense,B2,incense,NOUN,incienso
incentive,B2,incentive,NOUN,incentivo
inch,A2,inch,NOUN,pulgada
inch,B2,inch,NOUN,pulgada
incident,B1,incident,NOUN,incidente
include,A2,include,VERB,incluir
including,B1,include,VERB,incluido
income,B1,income,NOUN,ingreso
inconvenient,B1,inconvenient,NOUN,inconveniente
incorrect,B1,incorrect,ADJ,incorrecto
increase,B1,increase,NOUN,aumentar
increase,A2,increase,NOUN,aumentar
increasingly,B1,increasingly,ADV,cada vez más
incredible,B1,incredible,ADJ,increíble
incredibly,B1,incredibly,ADV,increíblemente
incur,B2,incur,NOUN,incurrir en
incurable,B2,incurable,ADJ,incurable
indebted,B2,indebte,VERB,endeudado
indeed,A2,indeed,ADV,en efecto
indefinite article,B1,indefinite,ADJ,artículo indefinido
indent,B2,indent,NOUN,sangrar
independence,A2,independence,NOUN,independencia
independent,B1,independent,ADJ,independiente
independently,B2,independently,ADV,independientemente
indescribable,B2,indescribable,ADJ,indescriptible
index,B2,index,NOUN,índice
indicate,A2,indicate,VERB,indicar
indifferent,B2,indifferent,ADJ,indiferente
indignity,B2,indignity,NOUN,indignidad
indirect,B1,indirect,ADJ,indirecto
indirectly,B1,indirectly,ADV,indirectamente
indispensable,B2,indispensable,ADJ,indispensable
individual,B1,individual,NOUN,individual
individual,B2,individual,NOUN,individual
indoor,A2,indoor,ADJ,interior
indoors,B1,indoor,NOUN,dentro
indulge,B2,indulge,VERB,complacer
indulgent,B2,indulgent,ADJ,indulgente
industrial,B1,industrial,ADJ,industrial
industrialize/industrialise,B2,industrialize,PROPN,industrializar / industrializar
industry,B1,industry,NOUN,industria
ineffective,B2,ineffective,ADJ,ineficaz
inert,B2,inert,PROPN,inerte
inevitable,B1,inevitable,ADJ,inevitable
inexpensive,A2,inexpensive,ADJ,barato
inexperienced,B2,inexperienced,ADJ,inexperto
infant,B2,infant,NOUN,niño
infect,B2,infect,VERB,infectar
infected,B2,infect,VERB,infectado
infection,B1,infection,NOUN,infección
infectious,B2,infectious,ADJ,infeccioso
infer,B2,infer,NOUN,inferir
inference,B2,inference,NOUN,inferencia
infinitive,B1,infinitive,VERB,infinitivo
inflammation,B2,inflammation,NOUN,inflamación
inflammatory,B2,inflammatory,ADJ,inflamatorio
inflate,B2,inflate,VERB,inflar
inflation,B2,inflation,NOUN,inflación
influence,A2,influence,NOUN,influencia
influence,B2,influence,NOUN,influencia
influential,B2,influential,ADJ,influyente
influenza,B2,influenza,NOUN,influenza
inform,B1,inform,VERB,informar
informal,B2,informal,ADJ,informal
information,A1,information,NOUN,información
informative,B1,informative,ADJ,informativo
infringe,B2,infringe,NOUN,infringir
infringement,B2,infringement,NOUN,infracción
ingredient,B1,ingredient,NOUN,ingrediente
inhabit,B2,inhabit,NOUN,habitar
inhabitant,B1,inhabitant,ADJ,habitante
inhale,B1,inhale,PROPN,inhalar
inherit,B2,inherit,NOUN,heredar
initial,B2,initial,ADJ,inicial
initial,B1,initial,ADJ,inicial
initially,B1,initially,ADV,inicialmente
initiative,B2,initiative,NOUN,iniciativa
inject,B1,inject,VERB,inyectar
injection,B2,injection,NOUN,inyección
injure,A2,injure,VERB,lesionar
injured,B2,injure,VERB,herido
injury,B1,injury,NOUN,lesión
ink,B1,ink,NOUN,tinta
innate,B2,innate,VERB,innato
inner,A2,inner,ADJ,interno
innermost,B1,innermost,VERB,interior
innocent,B1,innocent,ADJ,inocente
innocently,B2,innocently,ADV,inocentemente
innovation,B2,innovation,NOUN,innovación
innovative,B2,innovative,ADJ,innovador
innovator,B1,innovator,NOUN,innovador
input,B2,input,VERB,aporte
inquire/enquire,B2,inquire,NOUN,preguntar/preguntar
inquiry/enquiry,B1,inquiry,NOUN,consulta/consulta
insane,B1,insane,ADJ,loco
inscribe,B1,inscribe,VERB,inscribir
inscription,B1,inscription,NOUN,inscripción
insect,A2,insect,NOUN,insecto
inseparable,B2,inseparable,ADJ,inseparable
inside,B2,inside,ADV,adentro
inside,A2,inside,ADV,adentro
inside,B2,inside,ADV,adentro
inside,A1,inside,ADV,adentro
insight,B1,insight,NOUN,conocimiento
insist,B1,insist,VERB,insistir
inspect,B2,inspect,VERB,inspeccionar
inspection,B1,inspection,NOUN,inspección
inspector,B2,inspector,NOUN,inspector
inspiration,A2,inspiration,NOUN,inspiración
inspirational,B2,inspirational,ADJ,inspirador
inspire,B1,inspire,NOUN,inspirar
install/instal,B1,install,NOUN,instalar/instalar
instance,B1,instance,NOUN,instancia
instant,A2,instant,NOUN,instante
instantly,B2,instantly,ADV,instantáneamente
instead,A2,instead,ADV,en cambio
instead of,B1,instead,ADV,en lugar de
instill/instil,B2,instill,PROPN,inculcar/instilar
instinct,B2,instinct,ADJ,instinto
institute,B1,institute,PROPN,instituto
institution,B2,institution,NOUN,institución
instruct,B2,instruct,VERB,instruir
instruction,B1,instruction,NOUN,instrucción
instructor,B1,instructor,NOUN,instructor
instrument,A2,instrument,NOUN,instrumento
insufficient,B2,insufficient,ADJ,insuficiente
insult,B2,insult,NOUN,insulto
insult,B2,insult,NOUN,insulto
insurance,B1,insurance,NOUN,seguro
integrate,B2,integrate,VERB,integrar
intellectual,B2,intellectual,ADJ,intelectual
intellectual,B2,intellectual,ADJ,intelectual
intelligence,A2,intelligence,NOUN,inteligencia
intelligent,A2,intelligent,ADJ,inteligente
intend,B1,intend,VERB,pretender
intense,B1,intense,ADJ,intenso
intensive,B1,intensive,ADJ,intensivo
intent,B2,intent,NOUN,intención
intention,B1,intention,NOUN,intención
intentionally,B1,intentionally,ADV,intencionalmente
interact,B1,interact,VERB,interactuar
interaction,B1,interaction,NOUN,interacción
interactive,B2,interactive,ADJ,interactivo
interest,A2,interest,NOUN,interés
interest,B1,interest,NOUN,interés
interested,A1,interested,ADJ,interesado
interesting,A1,interesting,ADJ,interesante
interfere,B2,interfere,VERB,interferir
interior,B2,interior,ADJ,interior
intermediate,B1,intermediate,ADJ,intermedio
intermission,B1,intermission,NOUN,descanso
internal,B1,internal,ADJ,interno
international,A2,international,PROPN,internacional
internationally,B1,internationally,ADV,internacionalmente
Internet/internet,A1,internet,NOUN,internet/internet
interpersonal,B2,interpersonal,ADJ,interpersonales
interpret,B2,interpret,VERB,interpretar
interpretation,B2,interpretation,NOUN,interpretación
interpreter,B2,interpreter,NOUN,intérprete
interrupt,B1,interrupt,ADJ,interrumpir
interruption,B2,interruption,NOUN,interrupción
intersection,B2,intersection,NOUN,intersección
interval,B1,interval,NOUN,intervalo
interview,A1,interview,NOUN,entrevista
interview,B1,interview,NOUN,entrevista
interviewee,B1,interviewee,NOUN,entrevistado
interviewer,A1,interviewer,NOUN,entrevistador
intimate,B2,intimate,VERB,íntimo
into,A1,into,ADP,en
intransitive,B2,intransitive,ADJ,intransitivo
intravenous,B2,intravenous,ADJ,intravenoso
introduce,A1,introduce,VERB,introducir
introduction,B1,introduction,NOUN,introducción
intrude,B2,intrude,VERB,entrometerse
intruder,B2,intruder,NOUN,intruso
intrusion,B2,intrusion,NOUN,intrusión
invade,A2,invade,VERB,invadir
invariable,B2,invariable,ADJ,invariable
invariably,B2,invariably,ADV,invariablemente
invasion,B1,invasion,NOUN,invasión
invent,A2,invent,NOUN,inventar
invention,A2,invention,NOUN,invención
inventor,B2,inventor,NOUN,inventor
inverted commas,B2,invert,VERB,comillas invertidas
invest,B1,invest,VERB,invertir
investigate,B2,investigate,VERB,investigar
investigation,B1,investigation,NOUN,investigación
investigator,B2,investigator,PROPN,investigador
investment,B2,investment,NOUN,inversión
investor,B2,investor,NOUN,inversor
invisible,B2,invisible,ADJ,invisible
invitation,B1,invitation,NOUN,invitación
invite,A2,invite,VERB,invitar
invitingly,B2,invitingly,ADV,invitando
invoke,B2,invoke,NOUN,invocar
involuntarily,B1,involuntarily,ADV,involuntariamente
involve,B1,involve,VERB,involucrar
involved,B1,involve,VERB,involucrado
involvement,B2,involvement,NOUN,enredo
iron,B1,iron,NOUN,hierro
iron,B1,iron,NOUN,hierro
ironically,B2,ironically,ADV,irónicamente
ironing,B1,iron,VERB,planchar
irrational,B2,irrational,ADJ,irracional
irregular,B1,irregular,ADJ,irregular
irresistible,B2,irresistible,ADJ,irresistible
irresistibly,B2,irresistibly,ADV,irresistiblemente
irresponsible,B2,irresponsible,ADJ,irresponsable
irritate,B1,irritate,VERB,irritar
irritated,B2,irritated,ADJ,irritado
irritating,B2,irritate,VERB,irritante
irritation,B2,irritation,NOUN,irritación
is,A1,be,AUX,es
island,A1,island,NOUN,isla
islander,B2,islander,NOUN,isleño
isle,B1,isle,NOUN,isla
isolation,B1,isolation,NOUN,aislamiento
issue,A2,issue,NOUN,asunto
issue,B2,issue,NOUN,asunto
IT,A2,it,PRON,ÉL
it,A1,it,PRON,él
italicize/italicise,B2,italicize,NOUN,poner en cursiva/poner en cursiva
itch,B2,itch,VERB,picar
item,A1,item,NOUN,artículo
its,A1,its,PRON,es
its,A1,its,PRON,es
itself,A2,itself,PRON,sí mismo
ivory,B1,ivory,PROPN,marfil
jacket,A1,jacket,NOUN,chaqueta
jade,B1,jade,PROPN,jade
jail/gaol,B1,jail,NOUN,cárcel/prisión
jam,A2,jam,PROPN,atasco
jam,B2,jam,PROPN,atasco
January,A1,January,PROPN,Enero
jar,B1,jar,NOUN,frasco
jaw,B2,jaw,ADV,mandíbula
jazz,B1,jazz,NOUN,jazz
jealous,B1,jealous,ADJ,celoso
jealously,B2,jealously,ADV,celosamente
jeans,A1,jean,NOUN,vaqueros
jelly,A2,jelly,ADV,gelatina
jeopardize/jeopardise,B2,jeopardize,VERB,poner en peligro / poner en peligro
jet,A1,jet,NOUN,chorro
jewel,B1,jewel,PROPN,joya
jeweler/jeweller,B2,jeweler,NOUN,joyero/joyero
jewelry/jewellery,A1,jewelry,NOUN,joyas/joyas
job,A1,job,NOUN,trabajo
jog,B2,jog,PROPN,sacudida
jog,B1,jog,PROPN,sacudida
jogging,B1,jog,VERB,correr
join,A1,join,VERB,unirse
joint,B1,joint,ADJ,articulación
joint,B2,joint,ADJ,articulación
joke,A2,joke,PROPN,broma
joke,B1,joke,PROPN,broma
journal,B1,journal,PROPN,diario
journalism,B2,journalism,NOUN,periodismo
journalist,B1,journalist,NOUN,periodista
journey,A2,journey,NOUN,viaje
joy,A2,joy,NOUN,alegría
judge,B1,judge,NOUN,juez
judge,A1,judge,NOUN,juez
judgment/judgement,B1,judgment,NOUN,juicio/juicio
judo,B2,judo,NOUN,judo
jug,B1,jug,NOUN,jarra
juice,A1,juice,PROPN,jugo
juicy,B1,juicy,ADJ,jugoso
July,A1,July,PROPN,Julio
jump,B2,jump,NOUN,saltar
jump,A1,jump,NOUN,saltar
jumper,B1,jumper,PROPN,saltador
June,A1,June,PROPN,Junio
jungle,B1,jungle,PROPN,selva
junior,A2,junior,PROPN,júnior
junk,A2,junk,NOUN,basura
junk food,B2,junk,NOUN,comida chatarra
juror,B2,juror,NOUN,jurado
jury,B2,jury,NOUN,jurado
just,A1,just,ADV,justo
justice,B1,justice,NOUN,justicia
justify,B2,justify,VERB,justificar
kangaroo,B2,kangaroo,PROPN,canguro
karaoke,B2,karaoke,PROPN,karaoke
keen,B2,keen,ADJ,afecto
keep,A1,keep,VERB,mantener
keeper,B2,keeper,NOUN,guardián
kerosene,B2,kerosene,PROPN,queroseno
kettle,B1,kettle,PROPN,pava
key,A1,key,ADJ,llave
key,A1,key,ADJ,llave
keyboard,B1,keyboard,PROPN,teclado
keystroke,B2,keystroke,PROPN,pulsación de tecla
kick,A1,kick,VERB,patada
kick,A1,kick,VERB,patada
kid,A1,kid,PROPN,niño
kid,B1,kid,PROPN,niño
kill,A1,kill,VERB,matar
killer,A2,killer,NOUN,asesino
killing,B1,kill,VERB,asesinato
kilo,A2,kilo,PROPN,kilo
kilogram/kilogramme,A2,kilogram,PROPN,kilogramo/kilogramo
kilometer/kilometre,A2,kilometer,PROPN,kilómetro/kilómetro
kind,A2,kind,ADV,amable
kind,A1,kind,ADV,amable
kindly,A2,kindly,ADV,amable
kindly,B1,kindly,ADV,amable
kindness,B1,kindness,NOUN,amabilidad
king,A1,king,NOUN,rey
kingdom,A2,kingdom,NOUN,reino
kiss,A1,kiss,VERB,beso
kiss,B1,kiss,VERB,beso
kit,A2,kit,PROPN,equipo
kitchen,A1,kitchen,NOUN,cocina
kite,A1,kite,NOUN,cometa
kitten,B1,kitten,VERB,gatito
knee,A1,knee,NOUN,rodilla
kneel,B2,kneel,NOUN,arrodillarse
knife,A1,knife,NOUN,cuchillo
knit,B1,knit,VERB,tejer
knock,A2,knock,VERB,golpear
knock,B1,knock,VERB,golpear
knot,B2,knot,NOUN,nudo
know,A1,know,VERB,saber
knowingly,B2,knowingly,ADV,sabiendas
knowledge,A2,knowledge,NOUN,conocimiento
known,B2,know,VERB,conocido
lab,B1,lab,NOUN,laboratorio
label,B2,label,NOUN,etiqueta
labor/labour,A2,labor,PROPN,trabajo/trabajo
laboratory,B1,laboratory,NOUN,laboratorio
laborer/labourer,B2,laborer,PROPN,trabajador/trabajador
lack,A2,lack,NOUN,falta
lack,B2,lack,NOUN,falta
ladder,B1,ladder,NOUN,escalera
lady,A1,lady,PROPN,dama
lake,A2,lake,PROPN,lago
lamb,B1,lamb,PROPN,cordero
lame,B2,lame,ADJ,aburrido
lamp,A2,lamp,NOUN,lámpara
lance,B2,lance,NOUN,lanza
land,B1,land,NOUN,tierra
land,A2,land,NOUN,tierra
landing,B2,land,VERB,aterrizaje
landlady,B2,landlady,PROPN,dueña
landlord,B1,landlord,PROPN,propietario
landscape,A2,landscape,NOUN,paisaje
landslide,B2,landslide,NOUN,corrimiento de tierras
lane,A2,lane,NOUN,carril
language,A1,language,NOUN,idioma
lap,B2,lap,NOUN,regazo
laptop,B2,laptop,NOUN,computadora portátil
large,A1,large,ADJ,grande
largely,B1,largely,ADV,en gran parte
lark,B2,lark,NOUN,alondra
laser,B2,laser,NOUN,láser
last,B1,last,ADJ,último
last,A2,last,ADJ,último
last,A2,last,ADJ,último
last,B1,last,ADJ,último
last minute,B2,last,ADJ,último minuto
last name,A1,last,ADJ,apellido
lasting,B1,last,VERB,perdurable
lastly,B2,lastly,ADV,por último
last-minute,B2,last,ADJ,último minuto
late,A1,late,ADV,tarde
late,A1,late,ADV,tarde
latecomer,B1,latecomer,PROPN,recién llegado
lately,B1,lately,ADV,últimamente
later,B2,later,ADV,más tarde
later,A1,later,ADV,más tarde
latest,A2,late,ADJ,el último
latter,B2,latter,ADJ,último
latter,A2,latter,ADJ,último
latter,A2,latter,ADJ,último
laugh,B1,laugh,VERB,reír
laugh,A1,laugh,VERB,reír
laughter,B1,laughter,NOUN,risa
launch,B1,launch,NOUN,lanzamiento
laundry,B2,laundry,NOUN,lavadero
lava,B2,lava,NOUN,lava
law,A2,law,NOUN,ley
lawful,B1,lawful,ADJ,legal
lawmaker,B2,lawmaker,NOUN,él que hace leyes
lawn,B2,lawn,PROPN,césped
lawsuit,B2,lawsuit,NOUN,pleito
lawyer,A2,lawyer,NOUN,abogado
lay,B1,lie,VERB,poner
layabout,B2,layabout,ADV,perezoso
layer,B1,layer,NOUN,capa
laziness,A2,laziness,NOUN,pereza
lazy,A1,lazy,ADJ,perezoso
lead,B1,lead,VERB,dirigir
lead,A2,lead,VERB,dirigir
lead,B1,lead,VERB,dirigir
leader,A1,leader,NOUN,líder
leadership,B1,leadership,NOUN,liderazgo
leading,B1,lead,VERB,principal
leaf,A1,leaf,NOUN,hoja
leaflet,B2,leaflet,PROPN,prospecto
league,B1,league,NOUN,liga
leak,B2,leak,NOUN,filtración
leak,B2,leak,NOUN,filtración
lean,B1,lean,ADJ,inclinarse
lean,B2,lean,ADJ,inclinarse
leap,B2,leap,NOUN,salto
leap,B1,leap,NOUN,salto
learn,A1,learn,VERB,aprender
learner,A2,learner,NOUN,aprendiz
learning,B2,learn,VERB,aprendiendo
lease,B2,lease,NOUN,alquiler
leash,B2,leash,VERB,correa
least,B1,least,ADJ,el menos
least,A2,least,ADJ,el menos
least,B2,least,ADJ,el menos
leather,A2,leather,NOUN,cuero
leave,B1,leave,VERB,dejar
leave,A1,leave,VERB,dejar
lecture,B1,lecture,NOUN,conferencia
lecturer,B2,lecturer,PROPN,profesor
leek,B2,leek,ADJ,Puerro
left,A1,leave,VERB,izquierda
left,A2,leave,VERB,izquierda
left,A2,leave,VERB,izquierda
left-hand,A2,leave,VERB,mano izquierda
leg,A1,leg,PROPN,pierna
legal,B1,legal,ADJ,legal
legally,B1,legally,ADV,legalmente
legend,B2,legend,NOUN,leyenda
legendary,B2,legendary,ADJ,legendario
legislate,B2,legislate,NOUN,legislar
legislation,B2,legislation,NOUN,legislación
legislative,B2,legislative,PROPN,legislativo
legislator,B2,legislator,NOUN,legislador
legislature,B2,legislature,NOUN,legislatura
legitimate,B2,legitimate,ADJ,legítimo
leisure,A2,leisure,NOUN,ocio
leisurely,B2,leisurely,ADV,sin prisa
lemon,A2,lemon,VERB,limón
lemonade,A2,lemonade,PROPN,limonada
lend,A2,lend,VERB,prestar
length,B1,length,NOUN,longitud
lengthen,B2,lengthen,VERB,alargar
lengthy,B2,lengthy,ADJ,largo
leopard,B2,leopard,NOUN,leopardo
less,A2,less,ADV,menos
less,A2,less,ADV,menos
less,A2,less,ADV,menos
lessen,B1,lessen,PROPN,reducir
lesson,A1,lesson,NOUN,lección
lest,B2,lest,PROPN,para que no
let,A1,let,VERB,dejar
letter,A1,letter,NOUN,carta
lettuce,B1,lettuce,VERB,lechuga
level,B1,level,NOUN,nivel
level,A2,level,NOUN,nivel
level,B2,level,NOUN,nivel
liar,B1,liar,NOUN,mentiroso
liberal,B2,liberal,ADJ,liberal
liberate,B1,liberate,VERB,liberar
liberation,B1,liberation,NOUN,liberación
liberty,A2,liberty,NOUN,libertad
librarian,B1,librarian,NOUN,bibliotecario
library,A1,library,NOUN,biblioteca
license/licence,A2,license,NOUN,licencia/licencia
lick,B2,lick,PROPN,lamer
lid,B2,lid,ADJ,tapa
lie,B1,lie,VERB,mentir
lie,A2,lie,VERB,mentir
life,A1,life,NOUN,vida
lifeguard,B1,lifeguard,PROPN,Salvavidas
lifeless,B2,lifeless,ADJ,sin vida
lifelong,B1,lifelong,ADJ,para toda la vida
lifestyle,A2,lifestyle,NOUN,estilo de vida
lifetime,B2,lifetime,NOUN,vida
lift,B1,lift,VERB,elevar
lift,B1,lift,VERB,elevar
light,A1,light,NOUN,luz
light,A1,light,NOUN,luz
light,B1,light,NOUN,luz
lighten,B2,lighten,NOUN,aligerar
lighter,B1,lighter,ADV,encendedor
lighting,B2,lighting,NOUN,iluminación
lightly,B1,lightly,ADV,ligeramente
lightning,B1,lightning,NOUN,iluminación
like,B1,like,INTJ,como
like,A1,like,INTJ,como
like,A1,like,INTJ,como
likely,A2,likely,ADJ,probable
likeness,B1,likeness,NOUN,semejanza
likewise,B2,likewise,ADV,asimismo
lily,A1,lily,ADV,lirio
limb,B2,limb,NOUN,miembro
limit,B1,limit,VERB,límite
limit,B1,limit,VERB,límite
limitation,B1,limitation,NOUN,limitación
limited,B1,limit,VERB,limitado
limp,B1,limp,ADJ,cojear
line,A1,line,NOUN,línea
line,B2,line,NOUN,línea
linen,B2,linen,NOUN,lino
liner,B2,liner,NOUN,transatlántico
ling,B2,le,VERB,abadejo
linger,B2,linger,PROPN,persistir
link,B1,link,VERB,enlace
link,B1,link,VERB,enlace
lion,A1,lion,NOUN,león
lip,A2,lip,NOUN,labio
liquid,B1,liquid,PROPN,líquido
liquid,B1,liquid,PROPN,líquido
list,A1,list,NOUN,lista
list,B2,list,NOUN,lista
listen,A1,listen,VERB,escuchar
listener,B2,listener,PROPN,oyente
liter/litre,A2,liter,PROPN,litro/litro
literal,B2,literal,ADJ,literal
literally,B2,literally,ADV,literalmente
literary,B1,literary,ADJ,literario
literature,B1,literature,NOUN,literatura
litter,B2,litter,PROPN,basura
little,A1,little,ADJ,pequeño
little,A1,little,ADJ,pequeño
little,B1,little,ADJ,pequeño
little,B1,little,ADJ,pequeño
live,B1,live,ADJ,vivir
live,A1,live,ADJ,vivir
lively,A2,lively,ADJ,dinámico
liver,B1,liver,NOUN,hígado
living,A1,live,VERB,viviendo
living,B2,live,VERB,viviendo
living room,A1,living,NOUN,sala de estar
load,A2,load,NOUN,carga
load,B2,load,NOUN,carga
loaf,B1,loaf,NOUN,barra
loan,B2,loan,NOUN,préstamo
